MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
7.7261,32,7.06831,1.0797,1304,2.47438,34.47,-119.7,5.00001
5.8411,34,6.49801,1.06175,1265,2.51992,34.47,-119.72,3.818
5.5922,35,6.21937,1.03419,988,2.81481,34.45,-119.71,3.844
5.3184,41,6.25352,1.0338,927,2.61127,34.44,-119.71,3.76
4.7,43,4.97486,0.955307,663,1.85196,34.44,-119.72,2.938
3.8819,39,5.55597,1.13433,700,2.61194,34.44,-119.72,2.899
4.8021,48,5.76022,1.06267,973,2.65123,34.44,-119.73,3.511
6.7449,44,7.69048,1.11565,763,2.59524,34.45,-119.73,4.156
2.8,27,4.42049,0.996466,503,1.77739,34.44,-119.74,3.53
6.0597,29,6.17604,0.948655,1092,2.66993,34.45,-119.74,3.831
6.8406,41,7.39405,1.00743,666,2.47584,34.44,-119.69,5.00001
4.149,44,5.52036,1.09729,1011,2.28733,34.43,-119.69,4.436
2.6205,35,3.64156,0.958442,654,1.6987,34.43,-119.7,3.188
2.875,43,4.77947,1.18251,671,2.55133,34.43,-119.69,2.806
5.8311,37,5.88445,1.04412,1150,2.41597,34.43,-119.69,3.877
8.7394,23,6.95187,1.06417,917,2.45187,34.44,-119.68,5.00001
4.9757,35,7.04961,1.10183,1995,5.20888,34.47,-119.67,5.00001
6.5631,26,7.02771,1.0403,1014,2.55416,34.44,-119.66,5.00001
3.8456,27,5.62717,1.08172,2591,2.64658,34.43,-119.66,5.00001
5.2888,32,5.95167,0.998141,1316,2.4461,34.44,-119.67,4.638
2.5104,30,3.91692,1.05538,1082,3.32923,34.43,-119.69,2.281
2.9896,33,4.40674,1.0382,1693,3.80449,34.43,-119.68,2.36
3.5208,49,4.69737,1.01579,1267,3.33421,34.43,-119.68,2.512
3.1625,28,4.31905,1.25238,849,2.02143,34.38,-119.67,3.643
2.707,38,4.27059,1.04118,1139,3.35,34.42,-119.68,2.368
2.3681,39,3.92246,1.01872,1404,3.75401,34.43,-119.67,2.414
2.0643,37,3.75112,0.995516,1477,3.31166,34.42,-119.67,2.467
2.5947,23,3.49869,1.0315,1369,3.59318,34.42,-119.67,2.326
2.375,52,3.41,1.15,804,2.01,34.43,-119.7,2.938
1.4722,52,3.22549,1.06863,291,2.85294,34.42,-119.7,3.5
3.1667,41,3.38785,1.11682,582,2.71963,34.42,-119.7,3.625
1.2762,17,3.43233,1.02256,1325,2.4906,34.42,-119.69,2.536
2.5978,52,2.64912,0.982456,392,3.4386,34.42,-119.69,2.583
1.4851,52,3.19097,1.20139,851,1.47743,34.42,-119.71,2.375
2.925,49,3.79562,1.06083,1041,2.53285,34.42,-119.71,2.469
2.16,39,3.70886,1.01899,606,1.91772,34.42,-119.71,2.591
2.2097,50,3.11111,1.03333,488,1.80741,34.42,-119.71,2.583
2.675,43,3.34944,1.03532,1490,2.76952,34.42,-119.7,2.479
2.2069,52,3.39866,1.02004,1633,3.63697,34.41,-119.7,2.265
3.5905,37,4.00735,1.04657,1027,2.51716,34.42,-119.72,2.647
2.6019,31,3.82915,0.962312,1257,3.15829,34.42,-119.72,2.5
2.6983,49,4.58689,1.05413,961,2.73789,34.42,-119.72,2.601
4.0125,52,4.37562,0.962687,980,2.43781,34.42,-119.72,2.61
4.1062,52,4.61111,1.05882,1091,3.56536,34.42,-119.71,2.529
2.5506,23,3.62807,1.15439,1898,3.32982,34.42,-119.71,2.308
2.6538,31,3.35714,1.03571,997,3.23701,34.41,-119.71,2.318
4.375,20,5.36808,1.03909,905,2.94788,34.35,-119.73,3.352
4.1842,34,7.02058,1.1358,628,2.58436,34.36,-119.71,3.64
4.7411,35,4.75964,0.991098,904,2.68249,34.36,-119.7,3.364
4.2283,36,5.61094,1.08815,748,2.27356,34.4,-119.71,3.268
3.0938,25,4.03913,1.07174,865,1.88043,34.4,-119.7,3.125
4.3214,35,5.65584,0.941558,354,2.2987,34.41,-119.72,3.418
4.0451,27,5.03595,1.02663,1742,2.31957,34.4,-119.71,3.951
3.6823,18,4.00327,1.03595,694,2.26797,34.41,-119.71,2.55
2.6607,19,2.87234,0.851064,1349,3.18913,34.41,-119.7,2.265
2.8042,19,3.93585,1.08491,1701,3.20943,34.41,-119.7,2.361
2.25,39,3.82044,1.26796,677,1.87017,34.38,-119.69,2.813
2.6103,44,4.06734,1.20202,603,2.0303,34.41,-119.69,5
3.3776,23,3.78907,1.06353,1317,1.67344,34.43,-119.75,2.832
5.0434,26,5.54982,1,1459,2.59609,34.43,-119.74,3.404
6.8927,31,6.63455,0.993355,826,2.74419,34.4,-119.75,5.00001
2.303,27,4.28402,1.19527,978,2.89349,34.43,-119.73,2.61
5.3279,23,5.73109,0.953782,638,2.68067,34.42,-119.73,4.139
5.4127,25,6.04179,0.931343,907,2.70746,34.42,-119.73,3.928
4.9044,35,5.48225,1.10947,878,2.59763,34.41,-119.72,3.353
5.5959,30,5.7824,1.01956,1053,2.57457,34.41,-119.74,3.462
4.4375,29,6.57621,1.10409,703,2.61338,34.41,-119.73,3.5
3.2895,26,4.06914,0.933333,954,2.35556,34.41,-119.72,3.35
5,34,6.47471,1.13619,705,2.74319,34.35,-119.74,3.294
5.345,32,5.13542,0.996528,830,2.88194,34.38,-119.74,3.226
8.5608,42,6.78846,1.01154,753,2.89615,34.42,-119.63,5.00001
5.623,34,6.23975,1.16803,1002,2.05328,34.43,-119.64,5.00001
6.0069,29,6.30506,1.3279,1266,2.06525,34.4,-119.63,5.00001
4.625,32,6.32432,1.07432,749,2.53041,34.43,-119.64,5.00001
5.3963,33,7.50939,1.08351,1207,2.51983,34.45,-119.61,5.00001
9.4522,37,8.47872,1.17553,984,2.61702,34.44,-119.63,5.00001
9.0267,16,8.56913,1.25723,794,2.55305,34.43,-119.61,5.00001
3.9659,8,4.36061,1.02302,886,2.26598,34.41,-119.53,2.974
4.806,20,5.86797,1.04575,2867,3.74771,34.41,-119.52,2.797
5.2039,24,5.69384,0.991681,1763,2.93344,34.4,-119.51,3.013
2.0625,15,4.53878,1.0449,411,1.67755,34.4,-119.51,3.143
2.6397,23,4.09855,1.05797,889,2.57681,34.39,-119.52,2.5
3.233,32,5.7515,1.17964,951,2.84731,34.39,-119.51,3.46
3.2125,20,4.39808,1.14388,1305,3.1295,34.4,-119.52,2.51
2.7864,22,4.85983,1.52092,1301,2.72176,34.38,-119.53,3
3.1389,14,4.57808,1.04932,1079,2.95616,34.4,-119.53,2.487
6.091,28,7.2588,1.16563,1362,2.81988,34.46,-119.51,5.00001
2.7275,17,5.57429,1.05143,681,1.94571,34.38,-119.55,5.00001
5.759,22,7.36657,1.24927,919,2.69501,34.38,-119.57,4.25
4.2059,28,6.14932,1.22624,1066,2.41176,34.43,-119.59,5.00001
3.6969,35,4.47482,1.22302,278,2,34.39,-119.59,3.35
11.7794,39,14.6667,1.80952,59,2.80952,34.35,-119.5,5.00001
3.9224,17,5.00217,1.06392,2303,2.49512,34.39,-119.49,2.306
2.4583,35,5.7822,1.29508,1168,2.73536,34.77,-119.72,0.621
3.7958,17,5.77716,1.06407,1035,2.88301,34.75,-120.18,4
3.2569,14,5.43882,1.16878,693,2.92405,34.72,-120.27,2.308
3.1912,25,5.94222,0.973333,671,2.98222,34.62,-120.18,2.264
4.4519,14,5.42418,1.05533,1487,3.04713,34.63,-120.2,2.279
3.8582,15,4.79417,1.11831,1348,2.18476,34.61,-120.2,2.152
5.5221,11,6.32249,1.00296,916,2.71006,34.63,-120.13,3.949
5.5106,10,5.78998,1.01671,966,2.30549,34.6,-120.12,2.909
2.9479,22,5.22249,1.13692,1143,2.79462,34.6,-120.14,2.431
3.0185,17,4.20548,0.863014,434,1.98174,34.61,-120.16,5.00001
2.5743,9,6.58701,1.2961,832,2.16104,34.59,-120.14,3.098
4.2026,24,5.61754,0.989474,731,2.56491,34.59,-120.14,2.598
6.6054,13,7.65437,1.13592,1542,2.99417,34.72,-120.04,5.00001
5.3154,18,5.45749,0.963563,631,2.55466,34.66,-120.11,2.894
4.2222,18,6.43631,1.1626,1048,2.84011,34.64,-120.08,3.75
4.6554,11,5.97595,1.01031,1693,2.90893,34.62,-120.08,2.723
5.5194,18,7.54318,1.06407,988,2.75209,34.62,-120.09,3.67
6.2094,16,8.19777,1.09749,959,2.67131,34.62,-120.11,4.4
2.8906,11,7.91892,1.68919,317,4.28378,34.61,-120.09,0.844
5.1909,24,5.94921,1.0127,820,2.60317,34.59,-120.08,3.902
3.9375,30,6.43441,1.30968,1288,2.76989,34.54,-120.01,2.929
5.299,12,7.21493,1.04751,1200,2.71493,34.91,-120.44,2.268
2.56,16,4.39506,0.907407,355,2.19136,34.91,-120.45,1.5
3.0559,20,5.80363,0.951662,2490,3.76133,34.9,-120.48,1.201
5.7306,15,6.80317,0.907937,929,2.94921,34.88,-120.45,2.697
6.7694,9,7.67568,1.01966,1169,2.87224,34.88,-120.44,2.751
7.5696,4,8.02618,1.15707,545,2.8534,34.87,-120.45,3.287
5.038,13,5.95876,0.907216,1084,2.79381,34.87,-120.44,1.94
2.2791,23,5.39494,1.22907,1492,2.35703,34.86,-120.45,1.148
2.0508,11,4.99388,1.06422,504,1.54128,34.86,-120.4,2.75
4.8185,26,5.96,0.9625,1323,3.3075,34.85,-120.4,1.579
4.375,15,5.37363,1.02747,407,2.23626,34.86,-120.41,1.58
4.3125,17,6.70613,1.06977,1538,3.25159,34.86,-120.43,1.681
3.8203,17,6.19231,1.11218,874,2.80128,34.86,-120.43,1.415
4.7813,17,7.31768,1.0663,1057,2.91989,34.9,-120.37,3.268
3.9375,24,7.66272,1.19527,1093,3.23373,34.87,-120.33,3.412
3.2135,4,5.76403,1.00413,2801,2.31106,34.91,-120.42,2.127
3.5391,27,5.83526,1.02312,1029,2.97399,34.9,-120.43,1.447
4.1058,30,6.368,1.048,1117,2.97867,34.9,-120.43,1.64
3.5288,8,5.73346,1.13971,1159,2.13051,34.88,-120.41,1.655
5.0099,24,7.13781,1.08481,855,3.0212,34.89,-120.42,1.625
5.0286,30,6.18438,1.06875,999,3.12188,34.89,-120.43,1.58
4.6694,28,6.18143,1.0324,1384,2.9892,34.89,-120.43,1.582
5.0113,22,6.93548,1.02419,1149,3.08871,34.88,-120.43,1.586
4.8359,18,6.55759,0.984293,1162,3.04188,34.87,-120.42,1.957
4.6648,21,6.03683,0.932011,1094,3.09915,34.87,-120.43,1.93
3.9871,26,6.38722,1.02256,799,3.00376,34.87,-120.43,1.577
5.0639,4,6.46749,0.982425,1678,2.94903,34.88,-120.41,2.017
4.9766,10,6.88715,1.03135,1064,3.33542,34.87,-120.4,1.996
5.062,32,7.10676,1.12811,866,3.08185,34.87,-120.41,1.589
4.9028,15,6.39167,1.04583,761,3.17083,34.87,-120.41,1.936
1.7431,52,5.03986,1.03986,632,2.28986,34.95,-120.42,1.315
3.1078,33,5.32707,1.11268,1579,2.47105,34.95,-120.42,1.467
2.3506,50,4.87841,1.02481,985,2.44417,34.95,-120.43,1.361
3.6815,43,6.51613,1.10968,692,2.23226,34.95,-120.43,1.818
2.7188,32,5.51163,1.06783,1337,2.59109,34.94,-120.42,1.337
2.8649,4,4.95848,1.12111,1311,2.26817,34.93,-120.43,1.865
3.285,10,5.30249,1.04093,1593,2.83452,34.93,-120.43,2.183
3.6639,21,5.58402,1.05328,1466,3.0041,34.98,-120.43,1.286
4.0125,28,5.15468,0.971223,1001,3.60072,34.97,-120.43,1.301
4.4342,20,5.31013,0.971519,840,2.65823,34.96,-120.42,1.607
4.8155,24,6.63196,1.00242,1171,2.83535,34.96,-120.43,1.629
2.0673,24,4.40931,1.15196,1416,3.47059,34.96,-120.43,1.369
3.6212,31,6.15035,1.06294,1386,2.42308,34.96,-120.42,1.514
2.212,19,4.47953,0.996101,1246,2.42885,34.96,-120.42,1.32
1.0349,19,4.56311,1.22524,1291,2.5068,34.96,-120.43,1.308
4.125,18,5.58382,1.01156,1071,3.09538,34.97,-120.42,1.398
4.2125,16,5.82025,1.02025,1245,3.1519,34.96,-120.41,1.483
4.5066,14,6.1213,1.01479,1240,3.66864,34.96,-120.42,1.498
4.0431,9,5.74082,1.00408,1144,2.33469,34.96,-120.38,2.268
4.65,21,7.48523,1.1097,724,3.05485,34.96,-120.41,1.525
4.5536,9,6.53494,1.03133,1116,2.68916,34.96,-120.41,1.901
5.0206,8,6.5,0.986207,835,2.87931,34.95,-120.4,2.61
3.0723,6,6.26986,1.21328,2551,2.77584,34.98,-120.47,1.373
1.7941,22,4.21615,0.9375,1509,3.92969,34.97,-120.44,1.103
3.7589,26,5.55375,1.12052,1605,5.22801,34.97,-120.44,1.137
3.0368,25,4.94845,0.979381,1434,3.69588,34.97,-120.45,1.293
3.7679,10,5.31373,0.991597,1353,3.78992,34.97,-120.45,1.313
2.6531,29,5.12743,1.21382,1617,3.49244,34.96,-120.44,1.083
3.4722,30,4.5788,0.855978,1290,3.50543,34.96,-120.44,1.125
4.0603,21,4.58099,0.961123,2211,4.77538,34.96,-120.45,1.176
2.5556,11,5.82511,1.25561,1158,5.19283,34.96,-120.45,1.292
1.899,39,3.60117,1.11144,851,2.4956,34.96,-120.44,1.133
2.9167,34,4.58824,1.04412,986,3.625,34.96,-120.44,1.042
2.875,26,5.16976,1.0504,1575,4.17772,34.96,-120.45,1.214
1.8625,32,3.39957,0.965443,1772,3.82721,34.95,-120.45,0.902
3.1576,24,5.23418,1.00422,1101,2.32278,34.94,-120.44,1.472
1.8633,17,4.51485,1.0165,642,2.11881,34.94,-120.47,1.094
2.0995,15,3.43083,0.964427,1133,4.47826,34.93,-120.44,0.875
2.1509,16,4.26423,1.13415,1252,2.54472,34.93,-120.44,0.675
2.2743,38,4.02142,1.06292,2601,3.48193,34.95,-120.44,1.064
2.375,10,4.06446,1.186,2232,4.1105,34.95,-120.45,0.985
1.6875,29,3.81504,1.04878,1634,3.32114,34.94,-120.44,1.227
2.2538,7,3.22222,1.15904,1057,2.30283,34.95,-120.45,1.625
3.6422,26,4.35391,0.954733,891,3.66667,34.94,-120.45,1.206
2.4091,24,4.08153,1.07194,1240,2.97362,34.94,-120.45,1.155
1.8185,23,4.02679,1.02679,1322,3.93452,34.97,-120.54,0.978
2.5809,27,4.8986,1.02797,1306,4.56643,34.96,-120.57,0.832
2.1776,38,3.86824,1.00338,1107,3.73986,34.96,-120.57,0.891
2.4318,5,4.3361,0.973029,1911,3.96473,34.97,-120.64,0.861
2.1094,44,6.12931,1.2069,384,3.31034,34.91,-120.6,0.738
2.7377,29,6.27672,1.10191,12427,4.39738,34.7,-120.59,0.283
4.3162,26,5.69388,0.961039,1524,2.82746,34.7,-120.48,1.364
2.0161,11,3.82313,1.11565,504,3.42857,34.64,-120.46,1.188
1.6488,22,3.57576,0.986226,1272,3.50413,34.65,-120.46,1.175
1.9444,26,4.46881,1.14178,1520,2.87335,34.64,-120.46,1.294
3.071,8,4.5963,1.08519,1427,2.64259,34.64,-120.47,1.204
2.4583,31,5.32593,1.18519,816,3.02222,34.65,-120.47,1.281
0.8106,16,3.43,1.085,614,3.07,34.64,-120.46,0.833
4.6023,8,5.91729,0.947368,446,3.35338,34.64,-120.44,1.634
3.8512,30,5.18931,0.939866,1255,2.7951,34.64,-120.45,1.346
3.0352,27,4.96501,1.14549,1322,2.43462,34.64,-120.45,1.354
2.0865,40,5.22886,1.16915,574,2.85572,34.64,-120.45,1.115
2.0819,10,3.91058,1.08212,1167,2.12956,34.65,-120.46,1.033
2.5966,14,3.95089,0.995536,533,2.37946,34.65,-120.46,1.093
2.3333,32,5.81698,1.14058,1074,2.84881,34.65,-120.47,1.302
4.2875,16,5.90046,0.990741,1486,3.43981,34.65,-120.47,1.507
3.3203,27,5.86719,0.994792,1197,3.11719,34.65,-120.45,1.347
1.975,30,4.80892,1.08705,1402,2.97665,34.65,-120.44,1.34
1.9257,27,4.20304,1.09677,1544,2.92979,34.65,-120.45,1.353
3.1442,21,4.70916,0.968127,733,2.92032,34.65,-120.45,1.316
2,25,4,1.12653,896,3.65714,34.65,-120.45,0.875
2.9271,48,5.04659,1.07885,682,2.44444,34.63,-120.46,1.466
2.3804,37,6.23897,1.22794,740,2.72059,34.64,-120.46,1.48
3.4063,16,4.58513,0.973621,1009,2.41966,34.64,-120.47,1.38
3.2167,17,5.47321,1.23661,484,2.16071,34.64,-120.45,1.125
3.7778,34,5.70067,1.10643,1105,2.45011,34.64,-120.45,1.5
4.5486,32,5.52553,0.927928,828,2.48649,34.63,-120.45,1.724
4.5417,22,5.5611,0.944923,1739,2.99312,34.66,-120.44,1.424
4.7875,7,7.36504,1.11504,1462,3.23451,34.66,-120.45,1.983
3.0081,5,4.69903,1.13592,1302,2.1068,34.66,-120.46,1.352
4.9237,4,6.31028,0.981308,1684,3.14766,34.66,-120.47,1.666
2.5667,40,6.51205,1.18976,1010,3.04217,34.52,-120.39,2.393
4.1563,4,5.64583,0.985119,915,2.72321,34.66,-120.48,1.726
4.4628,26,6.05956,0.990596,1001,3.13793,34.65,-120.48,1.344
4.9286,25,6.73554,1.01377,983,2.70799,34.63,-120.45,1.801
3.7917,23,5.62442,1.06682,1392,3.20737,34.63,-120.47,1.422
5.3765,15,6.50298,1.14881,827,2.46131,34.74,-120.46,2.231
6.4678,21,7.32549,1.05098,522,2.04706,34.71,-120.45,2.493
4.9292,17,6.80288,1.03365,1035,2.48798,34.71,-120.46,2.072
4.4595,24,6.24869,1.00785,1051,2.75131,34.7,-120.47,1.527
5.6177,21,6.88859,1.04076,1012,2.75,34.71,-120.47,1.838
4.7946,18,7.04906,1.18868,747,2.81887,34.69,-120.37,2.906
3.87,26,6.04884,1,1420,3.65039,34.7,-120.43,1.258
3.6023,33,5.73743,1.0419,1067,2.98045,34.69,-120.43,1.283
6.2685,6,8.01099,1.01465,697,2.55311,34.68,-120.44,3.074
1.179,23,2.3888,1.05766,1258,2.07249,34.42,-119.86,2.25
2.2647,25,4.39263,0.998397,2272,3.64103,34.4,-119.88,2.167
2.1652,14,3.75122,1.05691,5723,9.30569,34.4,-119.85,0.375
3.3026,14,3.98068,1.10306,1292,2.08052,34.43,-119.88,2.295
4.4777,16,4.43478,0.933504,962,2.46036,34.43,-119.88,2.825
3.75,16,3.98195,0.976534,1227,2.2148,34.43,-119.88,2.231
3.6304,22,4.85041,1.0082,1333,2.73156,34.42,-119.88,3.122
6.0992,24,6.06364,1.10606,1170,3.54545,34.4,-119.91,2.688
5.4197,24,5.9235,1.01913,934,2.55191,34.45,-119.83,2.809
4.2404,28,6.14465,1.01887,537,3.37736,34.44,-119.84,2.743
6.3654,26,7.36106,1.02496,1839,3.0599,34.45,-119.84,3.312
6.0256,28,5.94276,1.01347,1173,3.94949,34.44,-119.85,2.768
7.4734,26,7.46508,1.05281,1728,2.94378,34.47,-119.81,4.322
7.1687,22,7.61572,0.9869,1479,3.22926,34.46,-119.81,3.844
6.2987,23,7.17228,1.03745,724,2.71161,34.48,-119.85,3.482
5.5954,27,6.40108,1.07453,2394,3.2439,34.44,-119.88,2.614
5.5184,25,6.0303,1.01732,1669,3.61255,34.44,-119.89,2.683
5.0767,25,6.04207,0.969407,1514,2.89484,34.44,-119.89,2.712
6.0321,17,6.49394,0.981818,1073,3.25152,34.44,-119.92,4.026
3.8056,21,5.88152,1.17536,746,3.53555,34.47,-120.05,4.25
1.5071,28,3.48197,1.01311,1058,3.46885,34.38,-119.86,3.167
1.24,24,2.96798,1.09228,1630,3.06968,34.41,-119.86,3.25
2.1471,26,4.52925,1.04457,1580,4.40111,34.38,-119.86,1.875
6.5173,24,6.45263,0.994737,1554,2.72632,34.45,-119.81,3.34
4.6806,23,5.67442,1.05188,1467,2.62433,34.44,-119.81,2.889
6.7247,24,6.80303,1.00947,1683,3.1875,34.45,-119.82,3.338
3.0875,26,4.72554,1.09239,599,1.62772,34.44,-119.83,1.984
4.875,22,5.15899,1.09447,1016,2.34101,34.44,-119.82,2.954
3.2115,14,3.36014,1.06643,662,2.31469,34.44,-119.81,2.063
3.0773,15,3.91029,0.91029,669,1.76517,34.43,-119.82,1.125
3.6034,16,3.22096,1.05467,793,1.80638,34.44,-119.82,1.5
2.7689,28,3.91356,1.04322,1622,3.18664,34.44,-119.82,2.282
2.1389,35,3.09728,1.09339,567,2.20623,34.44,-119.83,2.6
2.1417,31,2.65116,1.1495,699,2.32226,34.43,-119.83,2.05
5.1271,22,6.01887,1.04481,1066,2.51415,34.43,-119.77,3.425
9.7821,28,8.21287,1.09158,1604,3.9703,34.43,-119.77,5.00001
9.6885,20,8.16842,1.09211,1061,2.79211,34.4,-119.79,5.00001
5.0294,27,6.42788,1.00721,1176,2.82692,34.44,-119.8,2.802
4.6957,27,5.51404,0.942105,1760,3.08772,34.43,-119.8,2.715
5.6604,22,6.26652,1.10132,1456,3.20705,34.43,-119.8,2.764
4.1797,25,4.78641,1.01618,977,3.16181,34.44,-119.79,2.718
4.835,28,5.94191,1.02697,1364,2.82988,34.44,-119.78,3.534
5.1615,26,6.68704,1.04259,2089,3.86852,34.43,-119.79,2.762
2.7333,38,3.92096,1.14433,1028,3.53265,37.36,-121.9,1.825
2.8971,37,4.07754,0.970588,1075,2.87433,37.36,-121.89,1.861
3.7396,30,4.6283,1.08113,1845,3.48113,37.36,-121.88,2.107
3.2083,44,4.56986,1.0411,1143,3.13151,37.35,-121.89,1.819
2.9545,47,4.19583,1.02083,581,2.42083,37.36,-121.9,2.375
2.7411,52,4.63677,1.07175,531,2.38117,37.35,-121.9,2.271
3.25,42,3.41311,1.02623,1396,2.28852,37.35,-121.9,1.853
3.5966,50,5.29528,1.12992,791,3.11417,37.34,-121.9,2.458
2.619,52,3.76562,1.07812,385,6.01562,37.34,-121.9,2.125
3.0139,35,3.60606,1.21212,377,3.80808,37.34,-121.92,2.042
3.6389,42,3.9943,0.996198,1212,2.30418,37.34,-121.92,2.392
4.4,52,5.96767,1.13395,1087,2.51039,37.34,-121.92,3.913
5.5259,52,5.94379,1,841,2.48817,37.33,-121.92,2.958
4.7768,52,5.85375,1.10079,1215,2.40119,37.33,-121.92,3.011
3.575,44,5.1383,1.03191,676,2.39716,37.33,-121.93,2.922
5.4273,44,5.712,0.954667,846,2.256,37.33,-121.93,4.21
4.3,34,5.99007,1.04967,863,2.85762,37.33,-121.94,3.305
2.8042,35,3.89502,1.08007,1193,2.12278,37.34,-121.91,2.409
2.9853,28,3.24286,1.05,366,2.61429,37.33,-121.91,1.875
4.8854,52,6.43719,1.03015,973,2.44472,37.33,-121.91,3.306
5.2831,52,5.49096,0.98708,930,2.4031,37.33,-121.92,2.995
4.05,34,4.19149,0.93617,152,3.23404,37.33,-121.9,2
2.894,52,4.15789,1.05827,1195,2.24624,37.33,-121.91,2.095
0.7068,49,2.08228,1.00633,467,1.47785,37.33,-121.89,2
4.226,11,3.71884,1.13043,718,2.08116,37.33,-121.9,1.667
2.5,52,4.80476,1.1,929,4.42381,37.33,-121.9,1.625
1.2887,40,2.84899,1.15101,1493,2.74954,37.34,-121.88,2.125
2.8798,6,2.68402,0.991023,1087,1.95153,37.33,-121.89,2.25
2.0972,36,3.01266,1.09019,3561,5.63449,37.33,-121.88,1.875
2.5673,48,3.68396,1.03538,1469,3.46462,37.35,-121.89,1.775
2.1714,46,3.23514,1.12432,898,2.42703,37.34,-121.89,1.906
0.8894,20,2.46875,1.10268,851,1.89955,37.34,-121.89,3.5
1.6708,43,3.32477,1.09112,1013,2.36682,37.34,-121.89,2.042
2.1442,52,3.94886,1.03693,921,2.61648,37.34,-121.88,1.889
4.2149,42,4.93381,0.950355,1342,3.17258,37.36,-121.88,1.99
3.5781,49,4.41944,0.895141,1146,2.93095,37.35,-121.88,1.93
3.2599,47,4.75083,1.04125,2229,3.67822,37.35,-121.89,1.831
2.925,43,4.85656,1.21311,933,3.82377,37.35,-121.89,1.708
2.0549,44,3.89768,1.18726,1243,2.39961,37.35,-121.89,1.938
4.2381,43,4.80531,0.969027,715,3.16372,37.35,-121.88,1.935
3.2793,37,4.52601,1.08382,1223,3.53468,37.35,-121.87,1.745
2.4196,44,3.87462,1.07951,1018,3.11315,37.34,-121.88,1.944
2.8167,52,4.14599,1.01703,1336,3.25061,37.35,-121.88,1.835
2.6667,52,5.65217,1.03865,604,2.91787,37.34,-121.87,3.259
6.6345,52,5.60309,0.85567,650,3.35052,37.34,-121.87,3.09
2.4306,39,4.89921,1.06917,1990,3.93281,37.34,-121.87,2.891
2.6312,52,3.81938,1.02203,1264,5.56828,37.34,-121.88,3.029
2.9222,27,3.66492,1.08482,3019,3.16126,37.35,-121.87,1.537
2.4968,46,4.37462,0.996979,1094,3.30514,37.35,-121.86,1.741
2.3277,52,3.58756,0.976959,1580,3.64055,37.35,-121.87,1.837
2.5947,29,3.21782,0.991458,6234,3.80354,37.34,-121.86,1.773
3.0089,40,5.24654,1.17051,1718,3.95853,37.34,-121.86,1.852
2.375,41,2.14674,0.891304,549,2.9837,37.33,-121.88,1.75
1.473,35,3.06977,1.07349,3120,2.90233,37.33,-121.88,2.136
3.0156,37,4.81874,1.05223,2048,3.14593,37.33,-121.87,2.703
2.8594,45,3.45507,1.07536,1084,3.14203,37.33,-121.88,2.059
2.2583,42,3.76176,1.05294,1254,3.68824,37.33,-121.89,1.925
2.8864,34,4.71628,1.14419,952,4.42791,37.32,-121.89,1.725
2.6607,30,3.82154,1.04,1438,4.42462,37.32,-121.88,1.693
2.7546,40,3.42159,0.96144,1276,3.28021,37.32,-121.88,1.725
2.1149,43,5.36408,1.1699,982,4.76699,37.32,-121.89,1.849
3.2317,41,3.86166,1.04743,865,3.41897,37.32,-121.89,1.848
4.3882,52,5.12596,1.03856,1014,2.60668,37.31,-121.89,2.236
5.8186,52,4.79684,0.972912,1014,2.28894,37.31,-121.9,2.811
3.7738,48,4.37801,1.0756,971,3.33677,37.32,-121.9,2.206
3.0096,42,3.81071,0.914286,608,2.17143,37.32,-121.91,1.808
2.5804,16,3.72579,1.12956,1555,1.95597,37.31,-121.91,2.163
2.5833,52,3.20879,1.08132,1165,2.56044,37.32,-121.93,1.675
2.1902,37,3.1341,1.03065,576,2.2069,37.33,-121.94,2.5
4.8519,46,5.47098,1.05357,1163,2.59598,37.32,-121.94,2.258
3,51,3.74448,1.00552,1607,2.21961,37.32,-121.93,1.847
3.5256,39,3.07353,0.933824,704,2.58824,37.32,-121.92,1.926
2.4207,31,3.8502,1.12146,1485,3.00607,37.32,-121.92,1.656
2.3633,28,3.55877,1.09199,1666,2.83816,37.32,-121.92,1.984
4.2614,50,5.48309,1.03865,500,2.41546,37.32,-121.93,2.113
5.2642,5,4.70916,1.15139,1102,2.19522,37.31,-121.94,2.464
4.0474,30,5.41935,1.00645,858,2.76774,37.31,-121.94,2.805
4.7275,26,5.3679,1.00494,2347,2.89753,37.3,-121.94,2.93
2.7153,16,5.58291,1.13568,317,1.59296,37.3,-121.93,2.333
2.8981,26,3.09943,1,1638,2.3267,37.31,-121.93,2.298
5.2769,34,5.37423,0.920245,424,2.60123,37.31,-121.92,2.411
3.1107,26,4.37517,1.05263,2100,2.83401,37.31,-121.92,2.479
5.0477,16,4.23046,0.971944,1285,2.57515,37.3,-121.93,2.925
2.6573,29,3.45113,1.07769,969,2.42857,37.31,-121.93,2.528
4.0524,13,4.07495,1.04727,2946,1.9892,37.31,-121.92,2.139
4.0653,14,3.85092,1.06871,3025,1.85583,37.3,-121.93,2.342
4.2762,36,6.01729,1.0317,772,2.22478,37.3,-121.92,3.101
3.6053,35,4.51014,1,635,2.14527,37.3,-121.92,3.458
3.6429,28,4.11671,1.0756,1488,1.97347,37.31,-121.91,3.326
4.7287,46,5.17288,0.994915,1373,2.32712,37.31,-121.91,3.4
4.537,39,5.71181,1.04882,1531,2.41102,37.3,-121.9,3.459
