linha,parte
16116,teste
16117,teste
16118,teste
16119,treino
16120,treino
16121,treino
16122,teste
16123,treino
16124,treino
16125,teste
16126,treino
16127,teste
16128,teste
16129,treino
16130,teste
16131,teste
16132,treino
16133,validacao
16134,teste
16135,treino
16136,treino
16137,treino
16138,treino
16139,validacao
16140,treino
16141,treino
16142,treino
16143,teste
16144,treino
16145,treino
16146,treino
16147,teste
16148,teste
16149,validacao
16150,treino
16151,treino
16152,treino
16153,treino
16154,treino
16155,treino
16156,treino
16157,teste
16158,teste
16159,validacao
16160,treino
16161,treino
16162,teste
16163,treino
16164,validacao
16165,treino
16166,teste
16167,treino
16168,treino
16169,teste
16170,treino
16171,treino
16172,treino
16173,treino
16174,treino
16175,treino
16176,teste
16177,treino
16178,treino
16179,validacao
16180,treino
16181,treino
16182,treino
16183,validacao
16184,treino
16185,treino
16186,treino
16187,teste
16188,treino
16189,teste
16190,treino
16191,treino
16192,validacao
16193,teste
16194,teste
16195,treino
16196,treino
16197,treino
16198,teste
16199,validacao
16200,teste
16201,treino
16202,treino
16203,treino
16204,treino
16205,treino
16206,treino
16207,validacao
16208,teste
16209,teste
16210,treino
16211,teste
16212,teste
16213,teste
16214,treino
16215,treino
16216,treino
16217,treino
16218,treino
16219,validacao
16220,treino
16221,validacao
16222,treino
16223,validacao
16224,treino
16225,treino
16226,treino
16227,validacao
16228,treino
16229,treino
16230,validacao
16231,treino
16232,teste
16233,treino
16234,treino
16235,treino
16236,treino
16237,treino
16238,treino
16239,treino
16240,treino
16241,treino
16242,teste
16243,validacao
16244,treino
16245,validacao
16246,treino
16247,treino
16248,treino
16249,treino
16250,teste
16251,validacao
16252,treino
16253,treino
16254,treino
16255,validacao
16256,teste
16257,treino
16258,teste
16259,treino
16260,teste
16261,treino
16262,treino
16263,treino
16264,treino
16265,validacao
16266,treino
16267,treino
16268,treino
16269,treino
16270,treino
16271,treino
16272,treino
16273,treino
16274,validacao
16275,treino
16276,validacao
16277,treino
16278,treino
16279,treino
16280,teste
16281,treino
16282,treino
16283,treino
16284,treino
16285,treino
16286,treino
16287,treino
16288,treino
16289,treino
16290,treino
16291,validacao
16292,treino
16293,treino
16294,teste
16295,teste
16296,validacao
16297,validacao
16298,treino
16299,treino
16300,validacao
16301,treino
16302,validacao
16303,treino
16304,treino
16305,teste
16306,treino
16307,teste
16308,treino
16309,teste
16310,treino
16311,treino
16312,treino
16313,teste
16314,validacao
16315,treino
16316,teste
16317,treino
16318,validacao
16319,treino
16320,treino
16321,treino
16322,treino
16323,teste
16324,teste
16325,treino
16326,treino
16327,treino
16328,teste
16329,treino
16330,treino
16331,treino
16332,teste
16333,teste
16334,treino
16335,treino
16336,treino
16337,validacao
16338,treino
16339,teste
16340,treino
16341,teste
16342,treino
16343,treino
16344,validacao
16345,treino
16346,validacao
16347,validacao
16348,validacao
16349,treino
16350,validacao
16351,treino
16352,treino
16353,teste
16354,teste
16355,validacao
16356,treino
16357,treino
16358,treino
16359,treino
16360,validacao
16361,teste
16362,treino
16363,treino
16364,validacao
16365,treino
16366,validacao
16367,teste
16368,treino
16369,validacao
16370,treino
16371,teste
16372,treino
16373,treino
16374,validacao
16375,treino
16376,treino
16377,treino
16378,treino
16379,teste
16380,treino
16381,teste
16382,treino
16383,treino
16384,treino
16385,treino
16386,treino
16387,validacao
16388,treino
16389,treino
16390,teste
16391,treino
16392,treino
16393,treino
16394,treino
16395,treino
16396,treino
16397,validacao
16398,treino
16399,treino
16400,validacao
16401,treino
16402,treino
16403,treino
16404,treino
16405,treino
16406,treino
16407,treino
16408,teste
16409,teste
16410,treino
16411,treino
16412,validacao
16413,treino
16414,treino
16415,teste
16416,teste
16417,teste
16418,treino
16419,teste
16420,teste
16421,treino
16422,treino
16423,treino
16424,treino
16425,treino
16426,treino
16427,treino
16428,treino
16429,validacao
16430,treino
16431,treino
16432,teste
16433,treino
16434,treino
16435,teste
16436,treino
16437,treino
16438,teste
16439,teste
16440,treino
16441,validacao
16442,treino
16443,treino
16444,validacao
16445,validacao
16446,validacao
16447,teste
16448,treino
16449,validacao
16450,validacao
16451,treino
16452,teste
16453,treino
16454,treino
16455,treino
16456,validacao
16457,teste
16458,validacao
16459,treino
16460,validacao
16461,treino
16462,teste
16463,treino
16464,treino
16465,teste
16466,validacao
16467,treino
16468,validacao
16469,teste
16470,teste
16471,teste
16472,treino
16473,teste
16474,treino
16475,treino
16476,treino
16477,treino
16478,teste
16479,treino
16480,treino
16481,validacao
16482,treino
16483,teste
16484,treino
16485,treino
16486,treino
16487,treino
16488,treino
16489,validacao
16490,treino
16491,treino
16492,teste
16493,teste
16494,treino
16495,teste
16496,treino
16497,treino
16498,treino
16499,validacao
16500,treino
16501,teste
16502,teste
16503,treino
16504,treino
16505,teste
16506,treino
16507,treino
16508,treino
16509,treino
16510,validacao
16511,treino
16512,treino
16513,treino
16514,treino
16515,treino
16516,teste
16517,teste
16518,treino
16519,treino
16520,treino
16521,teste
16522,treino
16523,treino
16524,validacao
16525,treino
16526,treino
16527,treino
16528,treino
16529,treino
16530,teste
16531,teste
16532,teste
16533,validacao
16534,validacao
16535,validacao
16536,treino
16537,treino
16538,teste
16539,validacao
16540,treino
16541,treino
16542,treino
16543,treino
16544,treino
16545,validacao
16546,treino
16547,treino
16548,treino
16549,treino
16550,treino
16551,treino
16552,validacao
16553,treino
16554,treino
16555,validacao
16556,treino
16557,treino
16558,treino
16559,validacao
16560,treino
16561,treino
16562,treino
16563,treino
16564,treino
16565,treino
16566,treino
16567,teste
16568,validacao
16569,validacao
16570,validacao
16571,validacao
16572,teste
16573,teste
16574,treino
16575,treino
16576,validacao
16577,treino
16578,teste
16579,teste
16580,teste
16581,treino
16582,validacao
16583,treino
16584,teste
16585,treino
16586,teste
16587,validacao
16588,validacao
16589,treino
16590,treino
16591,treino
16592,treino
16593,treino
16594,treino
16595,teste
16596,treino
16597,treino
16598,treino
16599,treino
16600,teste
16601,treino
16602,treino
16603,treino
16604,validacao
16605,treino
16606,validacao
16607,treino
16608,teste
16609,teste
16610,treino
16611,teste
16612,validacao
16613,treino
16614,teste
16615,teste
16616,treino
16617,validacao
16618,teste
16619,treino
16620,treino
16621,teste
16622,treino
16623,treino
16624,teste
16625,treino
16626,treino
16627,treino
16628,teste
16629,treino
16630,treino
16631,treino
16632,treino
16633,treino
16634,treino
16635,teste
16636,validacao
16637,validacao
16638,treino
16639,teste
16640,treino
16641,validacao
16642,treino
16643,treino
16644,treino
16645,teste
16646,treino
16647,treino
16648,teste
16649,teste
16650,treino
16651,treino
16652,teste
16653,teste
16654,treino
16655,teste
16656,treino
16657,treino
16658,treino
16659,treino
16660,teste
16661,validacao
16662,treino
16663,validacao
16664,teste
16665,teste
16666,teste
16667,treino
16668,treino
16669,treino
16670,treino
16671,treino
16672,treino
16673,treino
16674,treino
16675,teste
16676,treino
16677,treino
16678,treino
16679,treino
16680,validacao
16681,validacao
16682,treino
16683,validacao
16684,teste
16685,treino
16686,treino
16687,treino
16688,validacao
16689,treino
16690,treino
16691,treino
16692,treino
16693,validacao
16694,validacao
16695,validacao
16696,treino
16697,treino
16698,teste
16699,treino
16700,treino
16701,treino
16702,validacao
16703,treino
16704,treino
16705,treino
16706,teste
16707,treino
16708,treino
16709,treino
16710,validacao
16711,treino
16712,treino
16713,treino
16714,validacao
16715,validacao
16716,treino
16717,treino
16718,validacao
16719,validacao
16720,validacao
16721,validacao
16722,teste
16723,treino
16724,treino
16725,treino
16726,treino
16727,treino
16728,treino
16729,teste
16730,teste
16731,treino
16732,teste
16733,teste
16734,treino
16735,treino
16736,teste
16737,validacao
16738,treino
16739,treino
16740,validacao
16741,teste
16742,treino
16743,teste
16744,teste
16745,treino
16746,validacao
16747,treino
16748,teste
16749,teste
16750,treino
16751,validacao
16752,teste
16753,teste
16754,treino
16755,treino
16756,validacao
16757,teste
16758,teste
16759,teste
16760,treino
16761,treino
16762,treino
16763,treino
16764,treino
16765,treino
16766,validacao
16767,treino
16768,validacao
16769,teste
16770,teste
16771,teste
16772,treino
16773,teste
16774,validacao
16775,treino
16776,treino
16777,teste
16778,validacao
16779,teste
16780,teste
16781,treino
16782,validacao
16783,treino
16784,teste
16785,teste
16786,validacao
16787,validacao
16788,teste
16789,treino
16790,validacao
16791,treino
16792,validacao
16793,treino
16794,treino
16795,teste
16796,treino
16797,treino
16798,treino
16799,treino
16800,treino
16801,validacao
16802,teste
16803,teste
16804,treino
16805,teste
16806,treino
16807,treino
16808,validacao
16809,teste
16810,validacao
16811,treino
16812,treino
16813,teste
16814,treino
16815,validacao
16816,treino
16817,treino
16818,treino
16819,teste
16820,validacao
16821,validacao
16822,teste
16823,treino
16824,treino
16825,validacao
16826,teste
16827,validacao
16828,validacao
16829,validacao
16830,teste
16831,teste
16832,treino
16833,validacao
16834,treino
16835,validacao
16836,teste
16837,teste
16838,treino
16839,teste
16840,treino
16841,treino
16842,treino
16843,treino
16844,treino
16845,treino
16846,treino
16847,validacao
16848,treino
16849,teste
16850,treino
16851,teste
16852,teste
16853,treino
16854,treino
16855,teste
16856,treino
16857,treino
16858,treino
16859,treino
16860,validacao
16861,validacao
16862,teste
16863,treino
16864,treino
16865,treino
16866,treino
16867,treino
16868,validacao
16869,validacao
16870,teste
16871,teste
16872,teste
16873,validacao
16874,validacao
16875,treino
16876,treino
16877,treino
16878,treino
16879,treino
16880,treino
16881,treino
16882,treino
16883,validacao
16884,teste
16885,treino
16886,validacao
16887,treino
16888,treino
16889,treino
16890,treino
16891,treino
16892,treino
16893,validacao
16894,teste
16895,validacao
16896,treino
16897,teste
16898,treino
16899,treino
16900,treino
16901,teste
16902,teste
16903,validacao
16904,validacao
16905,treino
16906,validacao
16907,treino
16908,treino
16909,treino
16910,treino
16911,treino
16912,treino
16913,treino
16914,teste
16915,treino
16916,treino
16917,validacao
16918,validacao
16919,treino
16920,treino
16921,validacao
16922,treino
16923,treino
16924,teste
16925,treino
16926,treino
16927,teste
16928,teste
16929,treino
16930,treino
16931,treino
16932,treino
16933,treino
16934,validacao
16935,teste
16936,teste
16937,validacao
16938,validacao
16939,treino
16940,treino
16941,treino
16942,treino
16943,validacao
16944,validacao
16945,treino
16946,treino
16947,treino
16948,treino
16949,validacao
16950,teste
16951,treino
16952,validacao
16953,treino
16954,treino
16955,treino
16956,teste
16957,treino
16958,teste
16959,validacao
16960,treino
16961,treino
16962,treino
16963,teste
16964,treino
16965,teste
16966,treino
16967,treino
16968,treino
16969,treino
16970,treino
16971,treino
16972,treino
16973,validacao
16974,teste
16975,validacao
16976,treino
16977,teste
16978,treino
16979,teste
16980,treino
16981,teste
16982,treino
16983,teste
16984,treino
16985,teste
16986,teste
16987,treino
16988,treino
16989,validacao
16990,treino
16991,teste
16992,treino
16993,teste
16994,treino
16995,teste
16996,treino
16997,treino
16998,treino
16999,teste
17000,treino
17001,treino
17002,validacao
17003,validacao
17004,teste
17005,treino
17006,treino
17007,teste
17008,treino
17009,treino
17010,validacao
17011,teste
17012,validacao
17013,validacao
17014,treino
17015,treino
17016,treino
17017,validacao
17018,treino
17019,treino
17020,treino
17021,treino
17022,treino
17023,treino
17024,treino
17025,treino
17026,treino
17027,treino
17028,treino
17029,treino
17030,teste
17031,treino
17032,treino
17033,treino
17034,validacao
17035,teste
17036,validacao
17037,validacao
17038,validacao
17039,treino
17040,treino
17041,validacao
17042,treino
17043,validacao
17044,treino
17045,treino
17046,treino
17047,validacao
17048,treino
17049,validacao
17050,validacao
17051,treino
17052,teste
17053,validacao
17054,treino
17055,teste
17056,teste
17057,validacao
17058,treino
17059,treino
17060,treino
17061,treino
17062,validacao
17063,teste
17064,validacao
17065,treino
17066,treino
17067,treino
17068,validacao
17069,treino
17070,teste
17071,teste
17072,treino
17073,treino
17074,teste
17075,teste
17076,teste
17077,treino
17078,treino
17079,treino
17080,treino
17081,treino
17082,validacao
17083,validacao
17084,validacao
17085,treino
17086,treino
17087,treino
17088,treino
17089,treino
17090,treino
17091,validacao
17092,treino
17093,validacao
17094,treino
17095,treino
17096,treino
17097,validacao
17098,validacao
17099,treino
17100,teste
17101,treino
17102,treino
17103,treino
17104,teste
17105,treino
17106,treino
17107,treino
17108,validacao
17109,teste
17110,treino
17111,treino
17112,validacao
17113,treino
17114,treino
17115,treino
17116,teste
17117,treino
17118,treino
17119,treino
17120,treino
17121,treino
17122,validacao
17123,validacao
17124,treino
17125,treino
17126,validacao
17127,treino
17128,treino
17129,teste
17130,treino
17131,validacao
17132,treino
17133,treino
17134,treino
17135,treino
17136,validacao
17137,validacao
17138,treino
17139,validacao
17140,treino
17141,treino
17142,treino
17143,treino
17144,teste
17145,treino
17146,treino
17147,treino
17148,teste
17149,teste
17150,treino
17151,teste
17152,treino
17153,treino
17154,treino
17155,validacao
17156,treino
17157,teste
17158,treino
17159,validacao
17160,teste
17161,treino
17162,treino
17163,teste
17164,treino
17165,treino
17166,treino
17167,validacao
17168,teste
17169,treino
17170,treino
17171,treino
17172,treino
17173,validacao
17174,treino
17175,treino
17176,treino
17177,validacao
17178,teste
17179,treino
17180,treino
17181,teste
17182,treino
17183,treino
17184,teste
17185,validacao
17186,validacao
17187,teste
17188,teste
17189,treino
17190,treino
17191,treino
17192,treino
17193,validacao
17194,validacao
17195,treino
17196,treino
17197,treino
17198,treino
17199,treino
17200,teste
17201,treino
17202,validacao
17203,treino
17204,treino
17205,treino
17206,treino
17207,validacao
17208,treino
17209,treino
17210,treino
17211,validacao
17212,treino
17213,treino
17214,teste
17215,treino
17216,validacao
17217,validacao
17218,treino
17219,treino
17220,validacao
17221,treino
17222,teste
17223,treino
17224,validacao
17225,validacao
17226,treino
17227,treino
17228,teste
17229,treino
17230,treino
17231,treino
17232,treino
17233,treino
17234,treino
17235,treino
17236,teste
17237,treino
17238,validacao
17239,treino
17240,validacao
17241,teste
17242,treino
17243,treino
17244,teste
17245,treino
17246,treino
17247,validacao
17248,treino
17249,treino
17250,treino
17251,treino
17252,validacao
17253,teste
17254,validacao
17255,treino
17256,treino
17257,treino
17258,treino
17259,teste
17260,teste
17261,treino
17262,treino
17263,treino
17264,treino
17265,teste
17266,treino
17267,treino
17268,teste
17269,treino
17270,treino
17271,treino
17272,teste
17273,teste
17274,teste
17275,treino
17276,treino
17277,validacao
17278,treino
17279,treino
17280,treino
17281,treino
17282,teste
17283,treino
17284,teste
17285,teste
17286,treino
17287,teste
17288,treino
17289,teste
17290,teste
17291,treino
17292,treino
17293,treino
17294,teste
17295,treino
17296,validacao
17297,teste
17298,treino
17299,treino
17300,validacao
17301,treino
17302,validacao
17303,validacao
17304,treino
17305,treino
17306,teste
17307,treino
17308,treino
17309,treino
17310,treino
17311,treino
17312,teste
17313,treino
17314,validacao
17315,teste
17316,validacao
17317,teste
17318,teste
17319,treino
17320,treino
17321,teste
17322,teste
17323,treino
17324,validacao
17325,validacao
17326,teste
17327,treino
17328,validacao
17329,validacao
17330,treino
17331,teste
17332,treino
17333,validacao
17334,treino
17335,treino
17336,treino
17337,treino
17338,validacao
17339,treino
17340,treino
17341,treino
17342,teste
17343,treino
17344,validacao
17345,validacao
17346,treino
17347,teste
17348,treino
17349,validacao
17350,treino
17351,treino
17352,teste
17353,teste
17354,treino
17355,treino
17356,validacao
17357,treino
17358,treino
17359,validacao
17360,treino
17361,treino
17362,teste
17363,validacao
17364,treino
17365,treino
17366,treino
17367,treino
17368,treino
17369,teste
17370,treino
17371,validacao
17372,treino
17373,validacao
17374,treino
17375,treino
17376,teste
17377,validacao
17378,validacao
17379,treino
17380,treino
17381,teste
17382,validacao
17383,validacao
17384,treino
17385,treino
17386,treino
17387,treino
17388,teste
17389,treino
17390,teste
17391,treino
17392,teste
17393,treino
17394,treino
17395,validacao
17396,treino
17397,teste
17398,validacao
17399,treino
17400,treino
17401,validacao
17402,treino
17403,treino
17404,treino
17405,treino
17406,validacao
17407,treino
17408,validacao
17409,teste
17410,validacao
17411,treino
17412,treino
17413,validacao
17414,validacao
17415,validacao
17416,teste
17417,treino
17418,treino
17419,treino
17420,treino
17421,teste
17422,teste
17423,teste
17424,treino
17425,validacao
17426,treino
17427,validacao
17428,treino
17429,treino
17430,teste
17431,treino
17432,treino
17433,validacao
17434,teste
17435,teste
17436,teste
17437,treino
17438,treino
17439,teste
17440,teste
17441,treino
17442,teste
17443,treino
17444,treino
17445,treino
17446,treino
17447,treino
17448,validacao
17449,treino
17450,treino
17451,treino
17452,teste
17453,treino
17454,treino
17455,treino
17456,treino
17457,teste
17458,treino
17459,treino
17460,treino
17461,teste
17462,treino
17463,treino
17464,teste
17465,teste
17466,treino
17467,treino
17468,treino
17469,treino
17470,treino
17471,validacao
17472,treino
17473,treino
17474,treino
17475,treino
17476,validacao
17477,treino
17478,validacao
17479,validacao
17480,teste
17481,treino
17482,treino
17483,treino
17484,treino
17485,treino
17486,treino
17487,teste
17488,treino
17489,treino
17490,teste
17491,treino
17492,treino
17493,treino
17494,validacao
17495,treino
17496,treino
17497,validacao
17498,treino
17499,treino
17500,treino
17501,validacao
17502,teste
17503,treino
17504,validacao
17505,teste
17506,treino
17507,treino
17508,treino
17509,treino
17510,treino
17511,treino
17512,treino
17513,treino
17514,treino
17515,treino
17516,validacao
17517,treino
17518,treino
17519,treino
17520,treino
17521,teste
17522,teste
17523,treino
17524,teste
17525,validacao
17526,teste
17527,treino
17528,treino
17529,validacao
17530,teste
17531,treino
17532,treino
17533,teste
17534,validacao
17535,treino
17536,treino
17537,treino
17538,treino
17539,treino
17540,validacao
17541,treino
17542,treino
17543,validacao
17544,validacao
17545,treino
17546,validacao
17547,treino
17548,validacao
17549,teste
17550,treino
17551,teste
17552,treino
17553,teste
17554,validacao
17555,treino
17556,treino
17557,treino
17558,validacao
17559,treino
17560,treino
17561,teste
17562,treino
17563,treino
17564,teste
17565,treino
17566,treino
17567,treino
17568,teste
17569,treino
17570,treino
17571,treino
17572,teste
17573,treino
17574,treino
17575,treino
17576,teste
17577,treino
17578,treino
17579,treino
17580,teste
17581,treino
17582,teste
17583,treino
17584,teste
17585,treino
17586,treino
17587,treino
17588,treino
17589,treino
17590,treino
17591,treino
17592,treino
17593,treino
17594,treino
17595,validacao
17596,treino
17597,teste
17598,treino
17599,teste
17600,teste
17601,teste
17602,treino
17603,treino
17604,treino
17605,validacao
17606,treino
17607,teste
17608,treino
17609,teste
17610,teste
17611,validacao
17612,treino
17613,treino
17614,treino
17615,treino
17616,treino
17617,treino
17618,treino
17619,treino
17620,validacao
17621,treino
17622,validacao
17623,validacao
17624,treino
17625,treino
17626,treino
17627,treino
17628,validacao
17629,treino
17630,treino
17631,treino
17632,treino
17633,treino
17634,teste
17635,validacao
17636,treino
17637,treino
17638,teste
17639,treino
17640,treino
17641,treino
17642,treino
17643,treino
17644,teste
17645,treino
17646,teste
17647,validacao
17648,treino
17649,validacao
17650,validacao
17651,treino
17652,treino
17653,treino
17654,treino
17655,treino
17656,validacao
17657,treino
17658,treino
17659,treino
17660,validacao
17661,treino
17662,validacao
17663,teste
17664,treino
17665,validacao
17666,teste
17667,treino
17668,validacao
17669,treino
17670,teste
17671,treino
17672,treino
17673,validacao
17674,teste
17675,treino
17676,teste
17677,treino
17678,treino
17679,treino
17680,treino
17681,validacao
17682,validacao
17683,treino
17684,teste
17685,treino
17686,teste
17687,treino
17688,treino
17689,treino
17690,treino
17691,treino
17692,validacao
17693,treino
17694,teste
17695,treino
17696,teste
17697,teste
17698,treino
17699,treino
17700,treino
17701,teste
17702,validacao
17703,treino
17704,validacao
17705,validacao
17706,validacao
17707,treino
17708,treino
17709,validacao
17710,validacao
17711,treino
17712,treino
17713,treino
17714,treino
17715,treino
17716,teste
17717,teste
17718,teste
17719,treino
17720,teste
17721,teste
17722,treino
17723,teste
17724,treino
17725,validacao
17726,validacao
17727,validacao
17728,treino
17729,treino
17730,validacao
17731,treino
17732,validacao
17733,treino
17734,treino
17735,validacao
17736,validacao
17737,validacao
17738,teste
17739,treino
17740,treino
17741,treino
17742,validacao
17743,treino
17744,treino
17745,treino
17746,treino
17747,teste
17748,teste
17749,treino
17750,validacao
17751,treino
17752,treino
17753,teste
17754,validacao
17755,treino
17756,treino
17757,treino
17758,treino
17759,treino
17760,treino
17761,teste
17762,validacao
17763,treino
17764,treino
17765,treino
17766,validacao
17767,validacao
17768,treino
17769,treino
17770,treino
17771,teste
17772,treino
17773,treino
17774,teste
17775,treino
17776,validacao
17777,treino
17778,treino
17779,teste
17780,treino
17781,validacao
17782,treino
17783,treino
17784,teste
17785,validacao
17786,treino
17787,validacao
17788,treino
17789,treino
17790,treino
17791,teste
17792,teste
17793,treino
17794,treino
17795,treino
17796,validacao
17797,treino
17798,treino
17799,treino
17800,treino
17801,treino
17802,treino
17803,treino
17804,validacao
17805,teste
17806,validacao
17807,treino
17808,teste
17809,treino
17810,treino
17811,treino
17812,teste
17813,treino
17814,validacao
17815,treino
17816,treino
17817,validacao
17818,treino
17819,validacao
17820,teste
17821,treino
17822,treino
17823,teste
17824,teste
17825,teste
17826,teste
17827,treino
17828,treino
17829,validacao
17830,treino
17831,validacao
17832,treino
17833,validacao
17834,validacao
17835,validacao
17836,treino
17837,validacao
17838,treino
17839,treino
17840,treino
17841,treino
17842,validacao
17843,treino
17844,treino
17845,validacao
17846,treino
17847,teste
17848,treino
17849,treino
17850,validacao
17851,treino
17852,teste
17853,teste
17854,validacao
17855,treino
17856,treino
17857,treino
17858,treino
17859,treino
17860,validacao
17861,treino
17862,teste
17863,validacao
17864,treino
17865,treino
17866,validacao
17867,treino
17868,treino
17869,validacao
17870,validacao
17871,validacao
17872,treino
17873,teste
17874,treino
17875,treino
17876,treino
17877,treino
17878,teste
17879,treino
17880,teste
17881,treino
17882,validacao
17883,treino
17884,teste
17885,treino
17886,treino
17887,treino
17888,treino
17889,treino
17890,treino
17891,treino
17892,treino
17893,treino
17894,treino
17895,validacao
17896,teste
17897,teste
17898,treino
17899,validacao
17900,treino
17901,treino
17902,treino
17903,treino
17904,validacao
17905,treino
17906,treino
17907,validacao
17908,treino
17909,teste
17910,treino
17911,teste
17912,teste
17913,treino
17914,validacao
17915,teste
17916,treino
17917,teste
17918,validacao
17919,treino
17920,treino
17921,treino
17922,treino
17923,treino
17924,validacao
17925,validacao
17926,validacao
17927,treino
17928,validacao
17929,teste
17930,treino
17931,teste
17932,treino
17933,validacao
17934,treino
17935,treino
17936,treino
17937,treino
17938,teste
17939,teste
17940,teste
17941,validacao
17942,treino
17943,teste
17944,teste
17945,treino
17946,teste
17947,treino
17948,validacao
17949,treino
17950,treino
17951,validacao
17952,teste
17953,treino
17954,validacao
17955,treino
17956,validacao
17957,treino
17958,validacao
17959,treino
17960,treino
17961,treino
17962,teste
17963,treino
17964,validacao
17965,teste
17966,teste
17967,teste
17968,teste
17969,treino
17970,validacao
17971,treino
17972,treino
17973,treino
17974,treino
17975,treino
17976,treino
17977,validacao
17978,treino
17979,teste
17980,validacao
17981,treino
17982,treino
17983,teste
17984,treino
17985,teste
17986,validacao
17987,validacao
17988,treino
17989,teste
17990,treino
17991,treino
17992,treino
17993,treino
17994,treino
17995,validacao
17996,treino
17997,treino
17998,treino
17999,treino
18000,treino
18001,validacao
18002,treino
18003,teste
18004,teste
18005,teste
18006,teste
18007,treino
18008,teste
18009,validacao
18010,treino
18011,treino
18012,validacao
18013,validacao
18014,teste
18015,validacao
18016,validacao
18017,treino
18018,validacao
18019,treino
18020,teste
18021,treino
18022,validacao
18023,treino
18024,teste
18025,treino
18026,validacao
18027,treino
18028,teste
18029,validacao
18030,treino
18031,validacao
18032,teste
18033,teste
18034,teste
18035,treino
18036,treino
18037,treino
18038,validacao
18039,validacao
18040,validacao
18041,treino
18042,teste
18043,treino
18044,teste
18045,treino
18046,treino
18047,treino
18048,treino
18049,teste
18050,treino
18051,treino
18052,treino
18053,treino
18054,treino
18055,validacao
18056,treino
18057,validacao
18058,treino
18059,treino
18060,teste
18061,treino
18062,treino
18063,teste
18064,treino
18065,treino
18066,teste
18067,teste
18068,treino
18069,treino
18070,validacao
18071,treino
18072,treino
18073,treino
18074,treino
18075,treino
18076,treino
18077,treino
18078,teste
18079,treino
18080,treino
18081,teste
18082,treino
18083,treino
18084,treino
18085,validacao
18086,validacao
18087,validacao
18088,validacao
18089,treino
18090,treino
18091,treino
18092,treino
18093,treino
18094,validacao
18095,validacao
18096,treino
18097,teste
18098,teste
18099,treino
18100,treino
18101,validacao
18102,teste
18103,teste
18104,treino
18105,treino
18106,treino
18107,treino
18108,validacao
18109,treino
18110,treino
18111,treino
18112,teste
18113,treino
18114,treino
18115,treino
18116,teste
18117,treino
18118,validacao
18119,treino
18120,treino
18121,treino
18122,treino
18123,treino
18124,treino
18125,validacao
18126,validacao
18127,validacao
18128,validacao
18129,validacao
18130,treino
18131,teste
18132,treino
18133,treino
18134,treino
18135,treino
18136,teste
18137,treino
18138,treino
18139,teste
18140,treino
18141,treino
18142,treino
18143,treino
18144,treino
18145,treino
18146,treino
18147,treino
18148,treino
18149,teste
18150,treino
18151,treino
18152,teste
18153,treino
18154,validacao
18155,treino
18156,treino
18157,treino
18158,treino
18159,teste
18160,teste
18161,teste
18162,treino
18163,treino
18164,validacao
18165,validacao
18166,treino
18167,treino
18168,treino
18169,teste
18170,treino
18171,validacao
18172,teste
18173,treino
18174,treino
18175,treino
18176,validacao
18177,validacao
18178,validacao
18179,treino
18180,validacao
18181,treino
18182,treino
18183,treino
18184,validacao
18185,treino
18186,treino
18187,teste
18188,teste
18189,treino
18190,treino
18191,treino
18192,treino
18193,treino
18194,treino
18195,treino
18196,teste
18197,treino
18198,treino
18199,validacao
18200,treino
18201,treino
18202,teste
18203,validacao
18204,validacao
18205,validacao
18206,treino
18207,treino
18208,treino
18209,treino
18210,teste
18211,teste
18212,treino
18213,treino
18214,treino
18215,treino
18216,treino
18217,treino
18218,treino
18219,validacao
18220,treino
18221,treino
18222,validacao
18223,treino
18224,validacao
18225,treino
18226,treino
18227,validacao
18228,treino
18229,teste
18230,treino
18231,teste
18232,treino
18233,treino
18234,teste
18235,teste
18236,teste
18237,treino
18238,treino
18239,treino
18240,treino
18241,treino
18242,validacao
18243,treino
18244,treino
18245,treino
18246,validacao
18247,validacao
18248,treino
18249,validacao
18250,treino
18251,validacao
18252,treino
18253,treino
18254,treino
18255,validacao
18256,teste
18257,teste
18258,teste
18259,treino
18260,validacao
18261,validacao
18262,validacao
18263,treino
18264,treino
18265,teste
18266,treino
18267,treino
18268,teste
18269,treino
18270,treino
18271,treino
18272,teste
18273,treino
18274,teste
18275,treino
18276,validacao
18277,validacao
18278,treino
18279,treino
18280,validacao
18281,teste
18282,treino
18283,validacao
18284,treino
18285,treino
18286,teste
18287,validacao
18288,teste
18289,treino
18290,treino
18291,teste
18292,treino
18293,treino
18294,treino
18295,treino
18296,treino
18297,validacao
18298,treino
18299,treino
18300,treino
18301,teste
18302,treino
18303,teste
18304,treino
18305,teste
18306,validacao
18307,treino
18308,validacao
18309,teste
18310,teste
18311,teste
18312,treino
18313,validacao
18314,treino
18315,treino
18316,validacao
18317,validacao
18318,treino
18319,validacao
18320,teste
18321,treino
18322,treino
18323,validacao
18324,treino
18325,treino
18326,teste
18327,treino
18328,treino
18329,treino
18330,treino
18331,treino
18332,treino
18333,validacao
18334,treino
18335,treino
18336,teste
18337,validacao
18338,treino
18339,validacao
18340,treino
18341,treino
18342,treino
18343,treino
18344,teste
18345,treino
18346,teste
18347,validacao
18348,treino
18349,teste
18350,treino
18351,treino
18352,treino
18353,validacao
18354,treino
18355,validacao
18356,validacao
18357,treino
18358,treino
18359,validacao
18360,teste
18361,treino
18362,teste
18363,treino
18364,teste
18365,treino
18366,treino
18367,validacao
18368,teste
18369,treino
18370,validacao
18371,treino
18372,treino
18373,treino
